SETTLEMENTDATE,REGIONID,RRP
2025/06/30 07:00:00,SA1,275.0
2025/06/30 07:05:00,SA1,273.84331
2025/06/30 07:10:00,SA1,230.0
2025/06/30 07:15:00,SA1,258.73502
2025/06/30 07:20:00,SA1,275.0
2025/06/30 07:25:00,SA1,236.39
2025/06/30 07:30:00,SA1,359.97
2025/06/30 07:35:00,SA1,275.98
2025/06/30 07:40:00,SA1,299.44
2025/06/30 07:45:00,SA1,296.43121
2025/06/30 07:50:00,SA1,293.36101
2025/06/30 07:55:00,SA1,346.11285
2025/06/30 08:00:00,SA1,329.61256
2025/06/30 08:05:00,SA1,288.45574
2025/06/30 08:10:00,SA1,299.44
2025/06/30 08:15:00,SA1,299.44
2025/06/30 08:20:00,SA1,297.51591
2025/06/30 08:25:00,SA1,299.44
2025/06/30 08:30:00,SA1,303.66021
2025/06/30 08:35:00,SA1,298.32891
2025/06/30 08:40:00,SA1,289.47993
2025/06/30 08:45:00,SA1,296.35713
2025/06/30 08:50:00,SA1,286.89
2025/06/30 08:55:00,SA1,279.6661
2025/06/30 09:00:00,SA1,231.67208
2025/06/30 09:05:00,SA1,255.87097
2025/06/30 09:10:00,SA1,299.69958
2025/06/30 09:15:00,SA1,290.68477
2025/06/30 09:20:00,SA1,227.88561
2025/06/30 09:25:00,SA1,294.36996
2025/06/30 09:30:00,SA1,176.59171
2025/06/30 09:35:00,SA1,233.11837
2025/06/30 09:40:00,SA1,191.67564
2025/06/30 09:45:00,SA1,206.31964
2025/06/30 09:50:00,SA1,208.84026
2025/06/30 09:55:00,SA1,204.13324
2025/06/30 10:00:00,SA1,197.26351
2025/06/30 10:05:00,SA1,176.36
2025/06/30 10:10:00,SA1,286.89
2025/06/30 10:15:00,SA1,264.76419
2025/06/30 10:20:00,SA1,232.66356
2025/06/30 10:25:00,SA1,254.7359
2025/06/30 10:30:00,SA1,204.9329
2025/06/30 10:35:00,SA1,191.71329
2025/06/30 10:40:00,SA1,233.35553
2025/06/30 10:45:00,SA1,161.26657
2025/06/30 10:50:00,SA1,192.22619
2025/06/30 10:55:00,SA1,270.0
2025/06/30 11:00:00,SA1,159.00463
2025/06/30 11:05:00,SA1,286.89
2025/06/30 11:10:00,SA1,245.69192
2025/06/30 11:15:00,SA1,172.97205
2025/06/30 11:20:00,SA1,187.40558
2025/06/30 11:25:00,SA1,193.98193
2025/06/30 11:30:00,SA1,138.0
2025/06/30 11:35:00,SA1,173.5817
2025/06/30 11:40:00,SA1,175.05
2025/06/30 11:45:00,SA1,138.0
2025/06/30 11:50:00,SA1,149.0
2025/06/30 11:55:00,SA1,149.0
2025/06/30 12:00:00,SA1,149.0
2025/06/30 12:05:00,SA1,154.04089
2025/06/30 12:10:00,SA1,167.27556
2025/06/30 12:15:00,SA1,138.0
2025/06/30 12:20:00,SA1,138.0
2025/06/30 12:25:00,SA1,138.0
2025/06/30 12:30:00,SA1,116.38215
2025/06/30 12:35:00,SA1,120.0
2025/06/30 12:40:00,SA1,138.0
2025/06/30 12:45:00,SA1,138.0
2025/06/30 12:50:00,SA1,99.45
2025/06/30 12:55:00,SA1,99.45
2025/06/30 13:00:00,SA1,138.0
2025/06/30 13:05:00,SA1,143.49
2025/06/30 13:10:00,SA1,138.0
2025/06/30 13:15:00,SA1,144.74
2025/06/30 13:20:00,SA1,99.45
2025/06/30 13:25:00,SA1,99.45
2025/06/30 13:30:00,SA1,99.45
2025/06/30 13:35:00,SA1,112.83144
2025/06/30 13:40:00,SA1,116.33351
2025/06/30 13:45:00,SA1,112.12085
2025/06/30 13:50:00,SA1,97.84
2025/06/30 13:55:00,SA1,0.0
2025/06/30 14:00:00,SA1,69.57878
2025/06/30 14:05:00,SA1,26.3511
2025/06/30 14:10:00,SA1,0.0
2025/06/30 14:15:00,SA1,39.59398
2025/06/30 14:20:00,SA1,-8.5
2025/06/30 14:25:00,SA1,-14.51
2025/06/30 14:30:00,SA1,-8.49994
2025/06/30 14:35:00,SA1,-18.02893
2025/06/30 14:40:00,SA1,-16.5
2025/06/30 14:45:00,SA1,-16.5
2025/06/30 14:50:00,SA1,-14.51
2025/06/30 14:55:00,SA1,-14.51
2025/06/30 15:00:00,SA1,-20.0
2025/06/30 15:05:00,SA1,-20.1
2025/06/30 15:10:00,SA1,-18.56
2025/06/30 15:15:00,SA1,0.0
2025/06/30 15:20:00,SA1,-14.51
2025/06/30 15:25:00,SA1,-8.5
2025/06/30 15:30:00,SA1,0.0
2025/06/30 15:35:00,SA1,-2.1
2025/06/30 15:40:00,SA1,-8.49995
2025/06/30 15:45:00,SA1,-2.1
2025/06/30 15:50:00,SA1,0.0
2025/06/30 15:55:00,SA1,127.44
2025/06/30 16:00:00,SA1,258.6604
2025/06/30 16:05:00,SA1,220.28864
2025/06/30 16:10:00,SA1,157.52335
2025/06/30 16:15:00,SA1,170.44
2025/06/30 16:20:00,SA1,132.44
2025/06/30 16:25:00,SA1,165.40546
2025/06/30 16:30:00,SA1,190.58978
2025/06/30 16:35:00,SA1,170.44
2025/06/30 16:40:00,SA1,170.44
2025/06/30 16:45:00,SA1,257.11208
2025/06/30 16:50:00,SA1,294.11815
2025/06/30 16:55:00,SA1,300.0
2025/06/30 17:00:00,SA1,300.0
2025/06/30 17:05:00,SA1,300.0
2025/06/30 17:10:00,SA1,296.97549
2025/06/30 17:15:00,SA1,300.0
2025/06/30 17:20:00,SA1,300.0
2025/06/30 17:25:00,SA1,299.44
2025/06/30 17:30:00,SA1,300.0
2025/06/30 17:35:00,SA1,300.0
2025/06/30 17:40:00,SA1,358.07398
2025/06/30 17:45:00,SA1,301.9
2025/06/30 17:50:00,SA1,299.44
2025/06/30 17:55:00,SA1,300.0
2025/06/30 18:00:00,SA1,360.44745
2025/06/30 18:05:00,SA1,300.0
2025/06/30 18:10:00,SA1,278.40213
2025/06/30 18:15:00,SA1,297.89378
2025/06/30 18:20:00,SA1,299.44
2025/06/30 18:25:00,SA1,279.45
2025/06/30 18:30:00,SA1,275.98
2025/06/30 18:35:00,SA1,275.98
2025/06/30 18:40:00,SA1,275.98
2025/06/30 18:45:00,SA1,299.44
2025/06/30 18:50:00,SA1,288.99201
2025/06/30 18:55:00,SA1,275.98
2025/06/30 19:00:00,SA1,286.94253
2025/06/30 19:05:00,SA1,275.98
2025/06/30 19:10:00,SA1,282.90387
2025/06/30 19:15:00,SA1,283.53631
2025/06/30 19:20:00,SA1,296.54225
2025/06/30 19:25:00,SA1,285.61016
2025/06/30 19:30:00,SA1,276.63
2025/06/30 19:35:00,SA1,281.18483
2025/06/30 19:40:00,SA1,280.88806
2025/06/30 19:45:00,SA1,286.71434
2025/06/30 19:50:00,SA1,254.14427
2025/06/30 19:55:00,SA1,266.28667
2025/06/30 20:00:00,SA1,259.11327
2025/06/30 20:05:00,SA1,281.65417
2025/06/30 20:10:00,SA1,281.85244
2025/06/30 20:15:00,SA1,261.7
2025/06/30 20:20:00,SA1,261.16853
2025/06/30 20:25:00,SA1,246.78456
2025/06/30 20:30:00,SA1,254.99294
2025/06/30 20:35:00,SA1,225.31821
2025/06/30 20:40:00,SA1,231.99792
2025/06/30 20:45:00,SA1,299.06277
2025/06/30 20:50:00,SA1,344.62
2025/06/30 20:55:00,SA1,259.92939
2025/06/30 21:00:00,SA1,344.62
2025/06/30 21:05:00,SA1,215.04
2025/06/30 21:10:00,SA1,257.21088
2025/06/30 21:15:00,SA1,198.94676
2025/06/30 21:20:00,SA1,215.04
2025/06/30 21:25:00,SA1,215.04
2025/06/30 21:30:00,SA1,299.44
2025/06/30 21:35:00,SA1,198.87664
2025/06/30 21:40:00,SA1,207.85646
2025/06/30 21:45:00,SA1,201.56091
2025/06/30 21:50:00,SA1,299.44
2025/06/30 21:55:00,SA1,180.23963
2025/06/30 22:00:00,SA1,182.89925
2025/06/30 22:05:00,SA1,170.44
2025/06/30 22:10:00,SA1,187.68622
2025/06/30 22:15:00,SA1,170.44
2025/06/30 22:20:00,SA1,171.35484
2025/06/30 22:25:00,SA1,167.78461
2025/06/30 22:30:00,SA1,160.55885
2025/06/30 22:35:00,SA1,164.63131
2025/06/30 22:40:00,SA1,170.44
2025/06/30 22:45:00,SA1,174.106
2025/06/30 22:50:00,SA1,158.06238
2025/06/30 22:55:00,SA1,167.80963
2025/06/30 23:00:00,SA1,137.37297
2025/06/30 23:05:00,SA1,149.0
2025/06/30 23:10:00,SA1,146.18054
2025/06/30 23:15:00,SA1,159.18823
2025/06/30 23:20:00,SA1,156.54693
2025/06/30 23:25:00,SA1,157.4846
2025/06/30 23:30:00,SA1,132.44
2025/06/30 23:35:00,SA1,144.21593
2025/06/30 23:40:00,SA1,144.54068
2025/06/30 23:45:00,SA1,146.86142
2025/06/30 23:50:00,SA1,140.42429
2025/06/30 23:55:00,SA1,148.58794
2025/07/01 00:00:00,SA1,113.23133
2025/07/01 00:05:00,SA1,172.48363
2025/07/01 00:10:00,SA1,178.98456
2025/07/01 00:15:00,SA1,170.53
2025/07/01 00:20:00,SA1,186.68613
2025/07/01 00:25:00,SA1,190.27088
2025/07/01 00:30:00,SA1,195.27228
2025/07/01 00:35:00,SA1,188.97878
2025/07/01 00:40:00,SA1,192.33177
2025/07/01 00:45:00,SA1,162.46265
2025/07/01 00:50:00,SA1,186.13399
2025/07/01 00:55:00,SA1,170.53
2025/07/01 01:00:00,SA1,168.67108
2025/07/01 01:05:00,SA1,167.10728
2025/07/01 01:10:00,SA1,187.63865
2025/07/01 01:15:00,SA1,163.32206
2025/07/01 01:20:00,SA1,182.46958
2025/07/01 01:25:00,SA1,166.3758
2025/07/01 01:30:00,SA1,166.39449
2025/07/01 01:35:00,SA1,184.40651
2025/07/01 01:40:00,SA1,182.07747
2025/07/01 01:45:00,SA1,182.55877
2025/07/01 01:50:00,SA1,182.26739
2025/07/01 01:55:00,SA1,168.83341
2025/07/01 02:00:00,SA1,166.50525
2025/07/01 02:05:00,SA1,163.12587
2025/07/01 02:10:00,SA1,165.99289
2025/07/01 02:15:00,SA1,164.08299
2025/07/01 02:20:00,SA1,150.36627
2025/07/01 02:25:00,SA1,148.6111
2025/07/01 02:30:00,SA1,150.87331
2025/07/01 02:35:00,SA1,170.53
2025/07/01 02:40:00,SA1,150.06783
2025/07/01 02:45:00,SA1,140.31432
2025/07/01 02:50:00,SA1,146.95
2025/07/01 02:55:00,SA1,170.53
2025/07/01 03:00:00,SA1,310.22
2025/07/01 03:05:00,SA1,108.93694
2025/07/01 03:10:00,SA1,115.3073
2025/07/01 03:15:00,SA1,145.95
2025/07/01 03:20:00,SA1,136.79328
2025/07/01 03:25:00,SA1,156.93
2025/07/01 03:30:00,SA1,170.53
2025/07/01 03:35:00,SA1,112.02873
2025/07/01 03:40:00,SA1,170.53
2025/07/01 03:45:00,SA1,126.23319
2025/07/01 03:50:00,SA1,123.14
2025/07/01 03:55:00,SA1,107.04197
2025/07/01 04:00:00,SA1,274.08
2025/06/30 04:05:00,TAS1,215.17126
2025/06/30 04:10:00,TAS1,177.79057
2025/06/30 04:15:00,TAS1,172.89138
2025/06/30 04:20:00,TAS1,172.22557
2025/06/30 04:25:00,TAS1,212.91375
2025/06/30 04:30:00,TAS1,194.07083
2025/06/30 04:35:00,TAS1,171.4821
2025/06/30 04:40:00,TAS1,174.72933
2025/06/30 04:45:00,TAS1,202.96634
2025/06/30 04:50:00,TAS1,189.99281
2025/06/30 04:55:00,TAS1,177.42687
2025/06/30 05:00:00,TAS1,201.91569
2025/06/30 05:05:00,TAS1,173.46619
2025/06/30 05:10:00,TAS1,205.17253
2025/06/30 05:15:00,TAS1,242.72283
2025/06/30 05:20:00,TAS1,241.59298
2025/06/30 05:25:00,TAS1,190.95231
2025/06/30 05:30:00,TAS1,202.58992
2025/06/30 05:35:00,TAS1,190.18
2025/06/30 05:40:00,TAS1,190.12
2025/06/30 05:45:00,TAS1,190.14
2025/06/30 05:50:00,TAS1,189.12
2025/06/30 05:55:00,TAS1,190.14
2025/06/30 06:00:00,TAS1,238.48449
2025/06/30 06:05:00,TAS1,100.05386
2025/06/30 06:10:00,TAS1,155.1
2025/06/30 06:15:00,TAS1,156.14
2025/06/30 06:20:00,TAS1,190.24
2025/06/30 06:25:00,TAS1,214.93352
2025/06/30 06:30:00,TAS1,224.98998
2025/06/30 06:35:00,TAS1,190.24
2025/06/30 06:40:00,TAS1,220.26
2025/06/30 06:45:00,TAS1,224.12882
2025/06/30 06:50:00,TAS1,226.73416
2025/06/30 06:55:00,TAS1,240.76
2025/06/30 07:00:00,TAS1,246.52186
2025/06/30 07:05:00,TAS1,244.16537
2025/06/30 07:10:00,TAS1,228.6719
2025/06/30 07:15:00,TAS1,228.7729
2025/06/30 07:20:00,TAS1,241.14558
2025/06/30 07:25:00,TAS1,250.1
2025/06/30 07:30:00,TAS1,266.93835
2025/06/30 07:35:00,TAS1,250.19
2025/06/30 07:40:00,TAS1,250.26
2025/06/30 07:45:00,TAS1,250.28511
2025/06/30 07:50:00,TAS1,250.27032
2025/06/30 07:55:00,TAS1,302.34558
2025/06/30 08:00:00,TAS1,257.92698
2025/06/30 08:05:00,TAS1,245.55168
2025/06/30 08:10:00,TAS1,250.22
2025/06/30 08:15:00,TAS1,250.19
2025/06/30 08:20:00,TAS1,250.18
2025/06/30 08:25:00,TAS1,250.22
2025/06/30 08:30:00,TAS1,250.19
2025/06/30 08:35:00,TAS1,250.22
2025/06/30 08:40:00,TAS1,250.18
2025/06/30 08:45:00,TAS1,250.22
2025/06/30 08:50:00,TAS1,248.36067
2025/06/30 08:55:00,TAS1,228.75542
2025/06/30 09:00:00,TAS1,208.13385
2025/06/30 09:05:00,TAS1,218.83062
2025/06/30 09:10:00,TAS1,250.24
2025/06/30 09:15:00,TAS1,250.22
2025/06/30 09:20:00,TAS1,199.51129
2025/06/30 09:25:00,TAS1,250.24
2025/06/30 09:30:00,TAS1,190.22
2025/06/30 09:35:00,TAS1,209.27632
2025/06/30 09:40:00,TAS1,190.22
2025/06/30 09:45:00,TAS1,190.24
2025/06/30 09:50:00,TAS1,190.24
2025/06/30 09:55:00,TAS1,190.22
2025/06/30 10:00:00,TAS1,188.89271
2025/06/30 10:05:00,TAS1,189.23
2025/06/30 10:10:00,TAS1,251.57272
2025/06/30 10:15:00,TAS1,250.24
2025/06/30 10:20:00,TAS1,239.91501
2025/06/30 10:25:00,TAS1,248.13203
2025/06/30 10:30:00,TAS1,198.59798
2025/06/30 10:35:00,TAS1,190.70449
2025/06/30 10:40:00,TAS1,225.98457
2025/06/30 10:45:00,TAS1,159.76934
2025/06/30 10:50:00,TAS1,172.25623
2025/06/30 10:55:00,TAS1,240.27965
2025/06/30 11:00:00,TAS1,162.43868
2025/06/30 11:05:00,TAS1,250.18
2025/06/30 11:10:00,TAS1,249.18
2025/06/30 11:15:00,TAS1,190.06
2025/06/30 11:20:00,TAS1,190.18
2025/06/30 11:25:00,TAS1,190.69333
2025/06/30 11:30:00,TAS1,155.06
2025/06/30 11:35:00,TAS1,189.24
2025/06/30 11:40:00,TAS1,190.22
2025/06/30 11:45:00,TAS1,155.06
2025/06/30 11:50:00,TAS1,190.17
2025/06/30 11:55:00,TAS1,190.17
2025/06/30 12:00:00,TAS1,163.43677
2025/06/30 12:05:00,TAS1,169.96354
2025/06/30 12:10:00,TAS1,186.41014
2025/06/30 12:15:00,TAS1,169.96354
2025/06/30 12:20:00,TAS1,171.09544
2025/06/30 12:25:00,TAS1,170.38949
2025/06/30 12:30:00,TAS1,155.06
2025/06/30 12:35:00,TAS1,155.06
2025/06/30 12:40:00,TAS1,170.38949
2025/06/30 12:45:00,TAS1,190.17
2025/06/30 12:50:00,TAS1,170.33534
2025/06/30 12:55:00,TAS1,155.06
2025/06/30 13:00:00,TAS1,170.38949
2025/06/30 13:05:00,TAS1,165.06062
2025/06/30 13:10:00,TAS1,202.01224
2025/06/30 13:15:00,TAS1,171.96734
2025/06/30 13:20:00,TAS1,155.69333
2025/06/30 13:25:00,TAS1,171.68139
2025/06/30 13:30:00,TAS1,170.39949
2025/06/30 13:35:00,TAS1,155.06
2025/06/30 13:40:00,TAS1,155.06
2025/06/30 13:45:00,TAS1,155.06
2025/06/30 13:50:00,TAS1,155.06
2025/06/30 13:55:00,TAS1,155.06
2025/06/30 14:00:00,TAS1,155.06
2025/06/30 14:05:00,TAS1,190.69333
2025/06/30 14:10:00,TAS1,190.69333
2025/06/30 14:15:00,TAS1,155.06
2025/06/30 14:20:00,TAS1,155.06
2025/06/30 14:25:00,TAS1,155.06
2025/06/30 14:30:00,TAS1,155.69333
2025/06/30 14:35:00,TAS1,155.06
2025/06/30 14:40:00,TAS1,155.06
2025/06/30 14:45:00,TAS1,171.53139
2025/06/30 14:50:00,TAS1,171.52139
2025/06/30 14:55:00,TAS1,175.87184
2025/06/30 15:00:00,TAS1,155.06
2025/06/30 15:05:00,TAS1,155.06
2025/06/30 15:10:00,TAS1,155.06
2025/06/30 15:15:00,TAS1,191.32667
2025/06/30 15:20:00,TAS1,190.69333
2025/06/30 15:25:00,TAS1,292.23843
2025/06/30 15:30:00,TAS1,292.20004
2025/06/30 15:35:00,TAS1,217.47067
2025/06/30 15:40:00,TAS1,190.14
2025/06/30 15:45:00,TAS1,219.24
2025/06/30 15:50:00,TAS1,250.18
2025/06/30 15:55:00,TAS1,263.44869
2025/06/30 16:00:00,TAS1,263.54123
2025/06/30 16:05:00,TAS1,244.9213
2025/06/30 16:10:00,TAS1,190.17
2025/06/30 16:15:00,TAS1,219.28
2025/06/30 16:20:00,TAS1,190.18
2025/06/30 16:25:00,TAS1,220.24
2025/06/30 16:30:00,TAS1,220.24
2025/06/30 16:35:00,TAS1,238.47392
2025/06/30 16:40:00,TAS1,237.2927
2025/06/30 16:45:00,TAS1,250.24
2025/06/30 16:50:00,TAS1,265.53133
2025/06/30 16:55:00,TAS1,308.95618
2025/06/30 17:00:00,TAS1,313.80982
2025/06/30 17:05:00,TAS1,265.76722
2025/06/30 17:10:00,TAS1,250.19
2025/06/30 17:15:00,TAS1,250.18
2025/06/30 17:20:00,TAS1,250.55884
2025/06/30 17:25:00,TAS1,250.18
2025/06/30 17:30:00,TAS1,289.38231
2025/06/30 17:35:00,TAS1,274.71185
2025/06/30 17:40:00,TAS1,314.0403
2025/06/30 17:45:00,TAS1,250.46209
2025/06/30 17:50:00,TAS1,250.19
2025/06/30 17:55:00,TAS1,250.18
2025/06/30 18:00:00,TAS1,265.47363
2025/06/30 18:05:00,TAS1,250.22
2025/06/30 18:10:00,TAS1,241.36098
2025/06/30 18:15:00,TAS1,250.19
2025/06/30 18:20:00,TAS1,249.28598
2025/06/30 18:25:00,TAS1,237.88966
2025/06/30 18:30:00,TAS1,231.17718
2025/06/30 18:35:00,TAS1,230.29268
2025/06/30 18:40:00,TAS1,236.01803
2025/06/30 18:45:00,TAS1,246.13582
2025/06/30 18:50:00,TAS1,237.76166
2025/06/30 18:55:00,TAS1,236.45318
2025/06/30 19:00:00,TAS1,238.91121
2025/06/30 19:05:00,TAS1,235.9565
2025/06/30 19:10:00,TAS1,237.44645
2025/06/30 19:15:00,TAS1,239.82035
2025/06/30 19:20:00,TAS1,243.054
2025/06/30 19:25:00,TAS1,243.65416
2025/06/30 19:30:00,TAS1,232.06131
2025/06/30 19:35:00,TAS1,233.83981
2025/06/30 19:40:00,TAS1,221.27231
2025/06/30 19:45:00,TAS1,235.38516
2025/06/30 19:50:00,TAS1,220.24
2025/06/30 19:55:00,TAS1,220.28
2025/06/30 20:00:00,TAS1,220.24398
2025/06/30 20:05:00,TAS1,222.75663
2025/06/30 20:10:00,TAS1,236.34473
2025/06/30 20:15:00,TAS1,220.28
2025/06/30 20:20:00,TAS1,220.28
2025/06/30 20:25:00,TAS1,220.24
2025/06/30 20:30:00,TAS1,220.24
2025/06/30 20:35:00,TAS1,196.27336
2025/06/30 20:40:00,TAS1,203.05991
2025/06/30 20:45:00,TAS1,220.27529
2025/06/30 20:50:00,TAS1,220.24
2025/06/30 20:55:00,TAS1,220.24
2025/06/30 21:00:00,TAS1,220.24
2025/06/30 21:05:00,TAS1,190.62432
2025/06/30 21:10:00,TAS1,220.24
2025/06/30 21:15:00,TAS1,190.17
2025/06/30 21:20:00,TAS1,190.20225
2025/06/30 21:25:00,TAS1,190.2
2025/06/30 21:30:00,TAS1,190.22
2025/06/30 21:35:00,TAS1,183.56492
2025/06/30 21:40:00,TAS1,187.83099
2025/06/30 21:45:00,TAS1,184.54007
2025/06/30 21:50:00,TAS1,188.20551
2025/06/30 21:55:00,TAS1,158.57245
2025/06/30 22:00:00,TAS1,160.76864
2025/06/30 22:05:00,TAS1,155.18
2025/06/30 22:10:00,TAS1,172.99132
2025/06/30 22:15:00,TAS1,156.14338
2025/06/30 22:20:00,TAS1,155.18
2025/06/30 22:25:00,TAS1,155.12
2025/06/30 22:30:00,TAS1,155.15696
2025/06/30 22:35:00,TAS1,190.14
2025/06/30 22:40:00,TAS1,175.11258
2025/06/30 22:45:00,TAS1,176.23115
2025/06/30 22:50:00,TAS1,157.25506
2025/06/30 22:55:00,TAS1,165.7144
2025/06/30 23:00:00,TAS1,139.73452
2025/06/30 23:05:00,TAS1,153.03439
2025/06/30 23:10:00,TAS1,155.06
2025/06/30 23:15:00,TAS1,166.14038
2025/06/30 23:20:00,TAS1,165.16401
2025/06/30 23:25:00,TAS1,163.94152
2025/06/30 23:30:00,TAS1,138.17868
2025/06/30 23:35:00,TAS1,153.73027
2025/06/30 23:40:00,TAS1,153.73027
2025/06/30 23:45:00,TAS1,155.69333
2025/06/30 23:50:00,TAS1,150.80307
2025/06/30 23:55:00,TAS1,155.02
2025/07/01 00:00:00,TAS1,122.89582
2025/07/01 00:05:00,TAS1,155.64667
2025/07/01 00:10:00,TAS1,189.86333
2025/07/01 00:15:00,TAS1,176.95151
2025/07/01 00:20:00,TAS1,190.35
2025/07/01 00:25:00,TAS1,190.35
2025/07/01 00:30:00,TAS1,190.35
2025/07/01 00:35:00,TAS1,190.35
2025/07/01 00:40:00,TAS1,190.45
2025/07/01 00:45:00,TAS1,169.2083
2025/07/01 00:50:00,TAS1,189.86333
2025/07/01 00:55:00,TAS1,171.88855
2025/07/01 01:00:00,TAS1,168.77446
2025/07/01 01:05:00,TAS1,168.77446
2025/07/01 01:10:00,TAS1,189.86333
2025/07/01 01:15:00,TAS1,169.2083
2025/07/01 01:20:00,TAS1,187.66363
2025/07/01 01:25:00,TAS1,170.07598
2025/07/01 01:30:00,TAS1,170.07598
2025/07/01 01:35:00,TAS1,190.45
2025/07/01 01:40:00,TAS1,190.35
2025/07/01 01:45:00,TAS1,190.35
2025/07/01 01:50:00,TAS1,190.35
2025/07/01 01:55:00,TAS1,175.57885
2025/07/01 02:00:00,TAS1,172.30823
2025/07/01 02:05:00,TAS1,167.84862
2025/07/01 02:10:00,TAS1,169.51637
2025/07/01 02:15:00,TAS1,166.46384
2025/07/01 02:20:00,TAS1,154.38
2025/07/01 02:25:00,TAS1,154.38
2025/07/01 02:30:00,TAS1,154.38
2025/07/01 02:35:00,TAS1,169.66033
2025/07/01 02:40:00,TAS1,153.47
2025/07/01 02:45:00,TAS1,152.47
2025/07/01 02:50:00,TAS1,153.47
2025/07/01 02:55:00,TAS1,153.47
2025/07/01 03:00:00,TAS1,154.38
2025/07/01 03:05:00,TAS1,153.47
2025/07/01 03:10:00,TAS1,154.38
2025/07/01 03:15:00,TAS1,153.47
2025/07/01 03:20:00,TAS1,153.47
2025/07/01 03:25:00,TAS1,153.47
2025/07/01 03:30:00,TAS1,153.47
2025/07/01 03:35:00,TAS1,154.38
2025/07/01 03:40:00,TAS1,154.38
2025/07/01 03:45:00,TAS1,154.38
2025/07/01 03:50:00,TAS1,154.38
2025/07/01 03:55:00,TAS1,154.38
2025/07/01 04:00:00,TAS1,153.47
2025/06/30 04:05:00,VIC1,200.70031
2025/06/30 04:10:00,VIC1,165.43677
2025/06/30 04:15:00,VIC1,160.86123
2025/06/30 04:20:00,VIC1,160.25
2025/06/30 04:25:00,VIC1,197.8
2025/06/30 04:30:00,VIC1,180.21
2025/06/30 04:35:00,VIC1,160.01
2025/06/30 04:40:00,VIC1,164.48641
2025/06/30 04:45:00,VIC1,193.49271
2025/06/30 04:50:00,VIC1,180.21
2025/06/30 04:55:00,VIC1,168.29109
2025/06/30 05:00:00,VIC1,190.07906
2025/06/30 05:05:00,VIC1,164.53435
2025/06/30 05:10:00,VIC1,194.11794
2025/06/30 05:15:00,VIC1,229.64505
2025/06/30 05:20:00,VIC1,228.57608
2025/06/30 05:25:00,VIC1,180.21
2025/06/30 05:30:00,VIC1,191.19292
2025/06/30 05:35:00,VIC1,186.51002
2025/06/30 05:40:00,VIC1,188.5677
2025/06/30 05:45:00,VIC1,202.36059
2025/06/30 05:50:00,VIC1,185.47047
2025/06/30 05:55:00,VIC1,204.16028
2025/06/30 06:00:00,VIC1,236.97586
2025/06/30 06:05:00,VIC1,209.95822
2025/06/30 06:10:00,VIC1,253.84385
2025/06/30 06:15:00,VIC1,249.14887
2025/06/30 06:20:00,VIC1,246.73818
2025/06/30 06:25:00,VIC1,243.43146
2025/06/30 06:30:00,VIC1,254.17058
2025/06/30 06:35:00,VIC1,211.96627
2025/06/30 06:40:00,VIC1,255.57315
2025/06/30 06:45:00,VIC1,261.93324
2025/06/30 06:50:00,VIC1,264.22636
2025/06/30 06:55:00,VIC1,273.29975
2025/06/30 07:00:00,VIC1,278.45789
2025/06/30 07:05:00,VIC1,276.38261
2025/06/30 07:10:00,VIC1,266.96
2025/06/30 07:15:00,VIC1,268.46578
2025/06/30 07:20:00,VIC1,319.09936
2025/06/30 07:25:00,VIC1,386.72
2025/06/30 07:30:00,VIC1,388.72
2025/06/30 07:35:00,VIC1,299.5
2025/06/30 07:40:00,VIC1,358.65
2025/06/30 07:45:00,VIC1,302.17301
2025/06/30 07:50:00,VIC1,299.22
2025/06/30 07:55:00,VIC1,358.83456
2025/06/30 08:00:00,VIC1,338.73095
2025/06/30 08:05:00,VIC1,289.62703
2025/06/30 08:10:00,VIC1,304.29763
2025/06/30 08:15:00,VIC1,299.89
2025/06/30 08:20:00,VIC1,299.5
2025/06/30 08:25:00,VIC1,297.9552
2025/06/30 08:30:00,VIC1,295.93065
2025/06/30 08:35:00,VIC1,297.32002
2025/06/30 08:40:00,VIC1,292.23847
2025/06/30 08:45:00,VIC1,293.0194
2025/06/30 08:50:00,VIC1,281.41277
2025/06/30 08:55:00,VIC1,267.93643
2025/06/30 09:00:00,VIC1,234.20369
2025/06/30 09:05:00,VIC1,245.03015
2025/06/30 09:10:00,VIC1,290.33808
2025/06/30 09:15:00,VIC1,284.67027
2025/06/30 09:20:00,VIC1,222.29589
2025/06/30 09:25:00,VIC1,288.65458
2025/06/30 09:30:00,VIC1,176.62619
2025/06/30 09:35:00,VIC1,227.97
2025/06/30 09:40:00,VIC1,189.48372
2025/06/30 09:45:00,VIC1,204.07945
2025/06/30 09:50:00,VIC1,203.02788
2025/06/30 09:55:00,VIC1,199.61689
2025/06/30 10:00:00,VIC1,196.58467
2025/06/30 10:05:00,VIC1,174.93765
2025/06/30 10:10:00,VIC1,266.96
2025/06/30 10:15:00,VIC1,264.07658
2025/06/30 10:20:00,VIC1,237.77772
2025/06/30 10:25:00,VIC1,255.20721
2025/06/30 10:30:00,VIC1,207.00724
2025/06/30 10:35:00,VIC1,189.12425
2025/06/30 10:40:00,VIC1,231.18
2025/06/30 10:45:00,VIC1,160.0
2025/06/30 10:50:00,VIC1,191.13594
2025/06/30 10:55:00,VIC1,241.96
2025/06/30 11:00:00,VIC1,160.0
2025/06/30 11:05:00,VIC1,262.33802
2025/06/30 11:10:00,VIC1,241.96
2025/06/30 11:15:00,VIC1,179.36789
2025/06/30 11:20:00,VIC1,185.54119
